Mod:Item:MetaData, Localized Name
hbm:item.stopsign, Stop Sign Battle Axe
hbm:item.sopsign, Sop Sign Battle Axe
hbm:item.chernobylsign, Chernobyl Warning Sign Battle Axe
hbm:item.meteorite_sword, Meteorite Sword
hbm:item.meteorite_sword_seared, Meteorite Sword (Seared)
hbm:item.meteorite_sword_reforged, Meteorite Sword (Reforged)
hbm:item.meteorite_sword_hardened, Meteorite Sword (Hardened)
hbm:item.meteorite_sword_alloyed, Meteorite Sword (Alloyed)
hbm:item.meteorite_sword_machined, Meteorite Sword (Machined)
hbm:item.meteorite_sword_treated, Meteorite Sword (Treated)
hbm:item.meteorite_sword_etched, Meteorite Sword (Etched)
hbm:item.meteorite_sword_bred, Meteorite Sword (Bred)
hbm:item.meteorite_sword_irradiated, Meteorite Sword (Irradiated)
hbm:item.meteorite_sword_fused, Meteorite Sword (Fused)
hbm:item.meteorite_sword_baleful, Meteorite Sword (Baleful)
hbm:item.multitool_hit, Power Fist (Fist)
hbm:item.multitool_dig, Power Fist (Digging Claw)
hbm:item.multitool_silk, Power Fist (Silk Touch Claw)
hbm:item.multitool_ext, Power Fist (Ore Extractor)
hbm:item.multitool_miner, Power Fist (Extracting Mining Laser)
hbm:item.multitool_beam, Power Fist (Zapper)
hbm:item.multitool_sky, Power Fist (Crack the Sky)
hbm:item.multitool_mega, Power Fist (Super Punch)
hbm:item.multitool_joule, Power Fist (Giga Joule)
hbm:item.multitool_decon, Power Fist (Decontaminator)
hbm:item.syringe_empty, Empty Syringe
hbm:item.syringe_antidote, Antidote
hbm:item.syringe_poison, Poisonous Injection
hbm:item.syringe_awesome, AWESOME
hbm:item.syringe_metal_empty, Metal Syringe
hbm:item.syringe_metal_stimpak, Stimpak
hbm:item.syringe_metal_medx, Med-X
hbm:item.syringe_metal_psycho, Psycho
hbm:item.syringe_metal_super, Super Stimpak
hbm:item.syringe_taint, Watery Taint Injection
hbm:item.syringe_mkunicorn, MKUNICORN
hbm:item.med_bag, Doctor's Bag
hbm:item.iv_empty, IV Bag
hbm:item.iv_blood, Blood Bag
hbm:item.iv_xp_empty, Empty Experience Bag
hbm:item.iv_xp, Experience Bag
hbm:item.radaway, RadAway
hbm:item.radaway_strong, Strong RadAway
hbm:item.radaway_flush, Elite RadAway
hbm:item.radx, Rad-X
hbm:item.siox, SiOX Cancer Medication
hbm:item.pill_herbal, Herbal Paste
hbm:item.pill_iodine, Iodine Pill
hbm:item.xanax, NAXA Anti-Digamma Medication
hbm:item.fmn, Flunitrazepam Tablet
hbm:item.five_htp, Enteramine Pills
hbm:item.plan_c, Plan C
hbm:item.pill_red, Red Pill
hbm:item.stealth_boy, Stealth Device
hbm:item.gas_mask_filter, Gas Mask Filter
hbm:item.gas_mask_filter_mono, Catalytic Mask Filter
hbm:item.gas_mask_filter_combo, Gas Mask Combo Filter
hbm:item.gas_mask_filter_rag, Makeshift Gas Mask Filter
hbm:item.gas_mask_filter_piss, Advanced Makeshift Gas Mask Filter
hbm:item.jetpack_tank, Jetpack Reserve Fuel Tank
hbm:item.gun_kit_1, Gun Oil
hbm:item.gun_kit_2, Gun Repair Kit
hbm:item.bomb_waffle, Waffle of Mass Destruction
hbm:item.schnitzel_vegan, Vegan Schnitzel
hbm:item.cotton_candy, Radioactive Cotton Candy
hbm:item.apple_lead:0, Lead Apple
hbm:item.apple_lead:1, Lead Apple
hbm:item.apple_lead:2, Lead Apple
hbm:item.apple_schrabidium:0, Schrabidium Apple
hbm:item.apple_schrabidium:1, Schrabidium Apple
hbm:item.apple_schrabidium:2, Schrabidium Apple
hbm:item.tem_flakes:0, Tem Flakes
hbm:item.tem_flakes:1, Tem Flakes
hbm:item.tem_flakes:2, Tem Flakes
hbm:item.glowing_stew, Glowing Mushroom Stew
hbm:item.balefire_scrambled, Scrambled Balefire Egg
hbm:item.balefire_and_ham, Ham and Balefire Eggs
hbm:item.lemon, "Lemon"
hbm:item.definitelyfood, TotallyNotDirt-Brand MRE
hbm:item.loops, Lööps
hbm:item.loop_stew, IT Breakfast
hbm:item.spongebob_macaroni, Spongebob Macaroni
hbm:item.fooditem, food item
hbm:item.twinkie, Twinkie
hbm:item.static_sandwich, Sandwich Garnished with TV Static
hbm:item.pudding, Pudding
hbm:item.pancake, Pancake made from Scrap Metal, Nails and Gem Dust
hbm:item.nugget, Chicken Nugget
hbm:item.peas, Peas
hbm:item.marshmallow:0, Marshmallow on a Stick
hbm:item.marshmallow:1, Marshmallow on a Stick
hbm:item.cheese, Cheese
hbm:item.cheese_quesadilla, Cheese Quesadilla
hbm:item.glyphid_meat, Glyphid Meat
hbm:item.glyphid_meat_grilled, Grilled Glyphid Meat
hbm:item.egg_glyphid, Glyphid Egg
hbm:item.med_ipecac, Ipecac Syrup
hbm:item.med_ptsd, PTSD Medication
hbm:item.canteen_13, Vault 13 Canteen
hbm:item.canteen_vodka, Stylish Flask
hbm:item.canteen_fab, Fabulous Vodka
hbm:item.mucho_mango, AriZona Mucho Mango
hbm:item.chocolate, Ithis-Brand Radium Chocolate
hbm:item.can_empty, Empty Can
hbm:item.can_smart, 'Smart' Energy Drink
hbm:item.can_creature, 'Creature' Energy Drink
hbm:item.can_redbomb, 'Red Bomb' Energy Drink
hbm:item.can_mrsugar, 'Dr. Sugar' Soft Drink
hbm:item.can_overcharge, Overcharge Delirium XT
hbm:item.can_luna, Black Mesa Luna - Dark Cola
hbm:item.can_bepis, Bepis
hbm:item.can_breen, Dr>Breens Private Reserve
hbm:item.can_mug, MUG Root Beer
hbm:item.coffee, Coffee
hbm:item.coffee_radium, Radium Coffee
hbm:item.bottle_empty, Empty Bomb-Shaped Bottle
hbm:item.bottle_nuka, Bottle of Nuka Cola
hbm:item.bottle_cherry, Bottle of Nuka Cherry
hbm:item.bottle_quantum, Bottle of Nuka Cola Quantum
hbm:item.bottle_sparkle, Bottle of S~Cola
hbm:item.bottle_rad, Bottle of S~Cola RAD
hbm:item.bottle2_empty, Empty Bottle
hbm:item.bottle2_korl, Korl
hbm:item.bottle2_fritz, Fritz Cola
hbm:item.bottle2_korl_special, The First Korl
hbm:item.bottle2_fritz_special, The First Fritz Cola
hbm:item.bottle2_sunset, Sunset Sarsaparilla
hbm:item.bottle_opener, Hbm's Own Self-Made Bottle Opener
hbm:item.flask_infusion:0, Shield Infusion
hbm:item.canned_conserve:0, Canned Beef
hbm:item.canned_conserve:1, Canned Tuna
hbm:item.canned_conserve:2, Canned Mystery Meat
hbm:item.canned_conserve:3, Паштет
hbm:item.canned_conserve:4, Canned Melted Cheese
hbm:item.canned_conserve:5, FlimFlam Industries Canned Stallion Milk™
hbm:item.canned_conserve:6, Canned Evaporated Milk
hbm:item.canned_conserve:7, Canned Ass
hbm:item.canned_conserve:8, Canned Pepperoni Pizza
hbm:item.canned_conserve:9, Astronaut Food Tube
hbm:item.canned_conserve:10, Canned Tomato Soup
hbm:item.canned_conserve:11, Canned Asbestos
hbm:item.canned_conserve:12, Canned Black Hole
hbm:item.canned_conserve:13, Canned Hotdogs
hbm:item.canned_conserve:14, Leftover Conserve
hbm:item.canned_conserve:15, Canned Yogurt
hbm:item.canned_conserve:16, Canned "Mushroom Stew"
hbm:item.canned_conserve:17, Canned Chinese Food
hbm:item.canned_conserve:18, Canned Engine Oil
hbm:item.canned_conserve:19, Canned Fist
hbm:item.canned_conserve:20, Canned Spam
hbm:item.canned_conserve:21, Canned Fried Chicken
hbm:item.canned_conserve:22, Canned Napalm
hbm:item.canned_conserve:23, Canned Diesel
hbm:item.canned_conserve:24, Canned Kerosene
hbm:item.canned_conserve:25, Canned Recursion
hbm:item.canned_conserve:26, Canned Pine Bark Jerky
hbm:item.cap_nuka, Nuka Cola Bottle Cap
hbm:item.cap_quantum, Nuka Cola Quantum Bottle Cap
hbm:item.cap_sparkle, S~Cola Bottle Cap
hbm:item.cap_rad, S~Cola RAD Bottle Cap
hbm:item.cap_korl, Korl Bottle Cap
hbm:item.cap_fritz, Fritz Cola Bottle Cap
hbm:item.cap_sunset, Sunset Sarsaparilla Bottle Cap
hbm:item.cap_star, Sunset Sarsaparilla Star Cap
hbm:item.ring_pull, Ring Pull
hbm:item.can_key, Winding Key
hbm:item.coin_creeper, Nuclear Creeper Coin
hbm:item.coin_radiation, Radiation Coin
hbm:item.coin_maskman, Maskman Coin
hbm:item.coin_worm, Balls-O-Tron Coin
hbm:item.coin_ufo, UFO Coin
hbm:item.medal_liquidator, Liquidator Medal
hbm:item.v1, V1
hbm:item.protection_charm, Charm of Protection
hbm:item.meteor_charm, Meteor Charm
hbm:item.neutrino_lens, Neutrino Lens
hbm:item.gas_tester, Gas Sensor
hbm:item.defuser_gold, Golden Wire Cutter
hbm:item.ballistic_gauntlet, Ballistic Gauntlet
hbm:item.night_vision, Night Vision Goggles
hbm:item.chocolate_milk, Chocolate Milk
hbm:item.cbt_device, CBT Device
hbm:item.cigarette, FFI-Brand Cigarette
hbm:item.crackpipe, Health Pipe
hbm:item.bdcl, BDCL
hbm:item.attachment_mask, Gas Mask Attachable
hbm:item.attachment_mask_mono, Half Mask Attachable
hbm:item.back_tesla, Back-Mounted Tesla Coil
hbm:item.servo_set, Servo Set
hbm:item.servo_set_desh, Desh Servo Set
hbm:item.pads_rubber, Rubber Pads
hbm:item.pads_slime, Slime Pads
hbm:item.pads_static, Static Pads
hbm:item.cladding_paint, Lead Paint
hbm:item.cladding_rubber, Rubber Cladding
hbm:item.cladding_lead, Lead Cladding
hbm:item.cladding_desh, Desh Cladding
hbm:item.cladding_ghiorsium, Ghiorsium Cladding
hbm:item.cladding_iron, Iron Cladding
hbm:item.cladding_obsidian, Obsidian Skin
hbm:item.insert_kevlar, Kevlar Insert
hbm:item.insert_sapi, SAPI Insert
hbm:item.insert_esapi, ESAPI Insert
hbm:item.insert_xsapi, XSAPI Insert
hbm:item.insert_steel, Heavy Steel Insert
hbm:item.insert_du, DU Insert
hbm:item.insert_polonium, Polonium Insert
hbm:item.insert_ghiorsium, Ghiorsium Insert
hbm:item.insert_era, Explosive Reactive Armor Insert
hbm:item.insert_yharonite, Yharonite Insert
hbm:item.insert_doxium, Astolfium-Doped Doxium Insert
hbm:item.armor_polish, ShiningArmor™ Armor Polish
hbm:item.bandaid, Velvet Band-Aid
hbm:item.serum, Serum
hbm:item.quartz_plutonium, Plutonic Quartz
hbm:item.morning_glory, Morning Glory
hbm:item.lodestone, Lodestone
hbm:item.horseshoe_magnet, Horseshoe Magnet
hbm:item.industrial_magnet, Industrial Magnet
hbm:item.bathwater, Toxic Soapy Water
hbm:item.bathwater_mk2, Toxic Soapy Water (Horse Scented)
hbm:item.spider_milk, Bottle of Spider Milk
hbm:item.ink, 林 Ink
hbm:item.heart_piece, Heart Piece
hbm:item.heart_container, Heart Container
hbm:item.heart_booster, Heart Booster
hbm:item.heart_fab, Fab Heart
hbm:item.black_diamond, Black Diamond
hbm:item.wd40, VT-40
hbm:item.scrumpy, Bottle of Scrumpy
hbm:item.wild_p, Wild Pegasus Dry Whiskey
hbm:item.fabsols_vodka, Fabsol's Vodka
hbm:item.shackles, Shackles
hbm:item.injector_5htp, 5-HTP Autoinjector
hbm:item.injector_knife, 8 Inch Blade Autoinjector
hbm:item.cart, item.cart.name
hbm:item.train:0, Electric Flat Bed Tram
hbm:item.train:1, item.train.cargo_tram_trailer.name
hbm:item.train:2, item.train.tunnel_bore.name
hbm:item.early_explosive_lenses, Array of First-Generation High-Explosive Lenses
hbm:item.explosive_lenses, Array of High-Explosive Lenses
hbm:item.gadget_wireing, Wiring
hbm:item.gadget_core, Large Plutonium Core
hbm:item.boy_shielding, Neutron Shielding
hbm:item.boy_target, Subcritical U235 Target
hbm:item.boy_bullet, U235 Projectile
hbm:item.boy_propellant, Propellant
hbm:item.boy_igniter, Bomb Igniter
hbm:item.man_igniter, Bomb Firing Unit
hbm:item.man_core, Plutonium Core
hbm:item.mike_core, Uranium Coated Deuterium Tank
hbm:item.mike_deut, Deuterium Tank
hbm:item.mike_cooling_unit, Deuterium Cooling Unit
hbm:item.tsar_core, Tsar Bomba Core
hbm:item.fleija_igniter, Pulse Igniter
hbm:item.fleija_propellant, Schrabidium Propellant
hbm:item.fleija_core, F.L.E.I.J.A. Uranium 235 Charge
hbm:item.solinium_igniter, SOL Pulse Igniter
hbm:item.solinium_propellant, SOL Compression Charge
hbm:item.solinium_core, Semi-Stable Solinium Core
hbm:item.n2_charge, Large Explosive Charge
hbm:item.egg_balefire_shard, Balefire Shard
hbm:item.egg_balefire, Balefire Egg
hbm:item.goggles, Protection Goggles
hbm:item.ashglasses, Ash Goggles
hbm:item.gas_mask, Gas Mask
hbm:item.gas_mask_m65, M65-Z Gas Mask
hbm:item.gas_mask_mono, Half Mask
hbm:item.gas_mask_olde, Leather Gas Mask
hbm:item.mask_rag, Crude Protective Mask
hbm:item.mask_piss, Trench Mask
hbm:item.nossy_hat, Fabulous Hat
hbm:item.beta, Beta Features
hbm:item.no9, Mining Helmet
hbm:item.steel_helmet, Steel Helmet
hbm:item.steel_plate, Steel Chestplate
hbm:item.steel_legs, Steel Leggings
hbm:item.steel_boots, Steel Boots
hbm:item.titanium_helmet, Titanium Helmet
hbm:item.titanium_plate, Titanium Chestplate
hbm:item.titanium_legs, Titanium Leggings
hbm:item.titanium_boots, Titanium Boots
hbm:item.alloy_helmet, Advanced Alloy Helmet
hbm:item.alloy_plate, Advanced Alloy Chestplate
hbm:item.alloy_legs, Advanced Alloy Leggings
hbm:item.alloy_boots, Advanced Alloy Boots
hbm:item.custom_tnt, Custom Nuke Explosive Charge
hbm:item.custom_nuke, Custom Nuke Nuclear Rod
hbm:item.custom_hydro, Custom Nuke Hydrogen Rod
hbm:item.custom_amat, Custom Nuke Antimatter Rod
hbm:item.custom_dirty, Custom Nuke Dirty Rod
hbm:item.custom_schrab, Custom Nuke Schrabidium Rod
hbm:item.custom_fall, Custom Nuke Drop Upgrade
hbm:item.steamsuit_helmet, Steam Suit Respirator Helmet
hbm:item.steamsuit_plate, Steam Suit Chestplate
hbm:item.steamsuit_legs, Steam Suit Leggings
hbm:item.steamsuit_boots, Steam Suit Boots
hbm:item.dieselsuit_helmet, Diesel-Powered Head-Mounted Environmental Sensor
hbm:item.dieselsuit_plate, Diesel-Powered Cybernetics
hbm:item.dieselsuit_legs, Diesel-Powered Leg Servos
hbm:item.dieselsuit_boots, Diesel-Powered High Heels
hbm:item.t45_helmet, T45 Power Armor Helmet
hbm:item.t45_plate, T45 Power Armor Chestplate
hbm:item.t45_legs, T45 Power Armor Leggings
hbm:item.t45_boots, T45 Power Armor Boots
hbm:item.ajr_helmet, Steel Ranger Helmet
hbm:item.ajr_plate, Steel Ranger Chestplate
hbm:item.ajr_legs, Steel Ranger Leggings
hbm:item.ajr_boots, Steel Ranger Boots
hbm:item.ajro_helmet, AJR Power Armor Helmet
hbm:item.ajro_plate, AJR Power Armor Chestplate
hbm:item.ajro_legs, AJR Power Armor Leggings
hbm:item.ajro_boots, AJR Power Armor Boots
hbm:item.rpa_helmet, Remnants Power Armor Helmet
hbm:item.rpa_plate, Remnants Power Armor Chestplate
hbm:item.rpa_legs, Remnants Power Armor Leggings
hbm:item.rpa_boots, Remnants Power Armor Boots
hbm:item.bj_helmet, Eyepatch with Thermal Sensor
hbm:item.bj_plate, Lunar Cybernetic Plating
hbm:item.bj_plate_jetpack, Lunar Cybernetic Plating (Winged)
hbm:item.bj_legs, Lunar Cybernetic Leg Replacements
hbm:item.bj_boots, Lunar Studded Boots
hbm:item.hev_helmet, HEV Mark IV Helmet
hbm:item.hev_plate, HEV Mark IV Chestplate
hbm:item.hev_legs, HEV Mark IV Leggings
hbm:item.hev_boots, HEV Mark IV Boots
hbm:item.fau_helmet, Fau Helmet
hbm:item.fau_plate, Fau Chestplate
hbm:item.fau_legs, Fau Leggins
hbm:item.fau_boots, Fau Boots
hbm:item.dns_helmet, DNT Nano Suit Helmet
hbm:item.dns_plate, DNT Nano Suit Chestplate
hbm:item.dns_legs, DNT Nano Suit Leggings
hbm:item.dns_boots, DNT Nano Suit Boots
hbm:item.chainsaw, Chainsaw
hbm:item.igniter, Igniter
hbm:item.detonator, Detonator
hbm:item.detonator_multi, Multi Detonator
hbm:item.detonator_laser, Laser Detonator
hbm:item.detonator_deadman, Dead Man's Detonator
hbm:item.detonator_de, Dead Man's Explosive
hbm:item.crate_caller, Supply Drop Requester
hbm:item.bomb_caller:0, Airstrike Designator
hbm:item.bomb_caller:1, Airstrike Designator
hbm:item.bomb_caller:2, Airstrike Designator
hbm:item.bomb_caller:3, Airstrike Designator
hbm:item.bomb_caller:4, Airstrike Designator
hbm:item.meteor_remote, Meteorite Remote
hbm:item.anchor_remote, Recall Device
hbm:item.defuser, High-Tech Bomb Defusing Device
hbm:item.reacher, Tungsten Reacher
hbm:item.bismuth_tool, Magnetic Extractor
hbm:item.meltdown_tool, Dyatlov Instant Meltdown Applicator
hbm:item.hazmat_helmet, Hazmat Helmet
hbm:item.hazmat_plate, Hazmat Chestplate
hbm:item.hazmat_legs, Hazmat Leggings
hbm:item.hazmat_boots, Hazmat Boots
hbm:item.hazmat_helmet_red, Advanced Hazmat Helmet
hbm:item.hazmat_plate_red, Advanced Hazmat Chestplate
hbm:item.hazmat_legs_red, Advanced Hazmat Leggings
hbm:item.hazmat_boots_red, Advanced Hazmat Boots
hbm:item.hazmat_helmet_grey, High-Performance Hazmat Helmet
hbm:item.hazmat_plate_grey, High-Performance Hazmat Chestplate
hbm:item.hazmat_legs_grey, High-Performance Hazmat Leggings
hbm:item.hazmat_boots_grey, High-Performance Hazmat Boots
hbm:item.hazmat_paa_helmet, PaA Battle Hazmat Suit Helmet
hbm:item.hazmat_paa_plate, PaA Battle Hazmat Suit Chestplate
hbm:item.hazmat_paa_legs, PaA Battle Hazmat Suit Leggings
hbm:item.hazmat_paa_boots, PaA Battle Hazmat Suit Boots
hbm:item.liquidator_helmet, Liquidator Suit Helmet
hbm:item.liquidator_plate, Liquidator Suit Chestplate
hbm:item.liquidator_legs, Liquidator Suit Leggins
hbm:item.liquidator_boots, Liquidator Suit Boots
hbm:item.cmb_helmet, CMB Steel Helmet
hbm:item.cmb_plate, CMB Steel Chestplate
hbm:item.cmb_legs, CMB Steel Leggings
hbm:item.cmb_boots, CMB Steel Boots
hbm:item.paa_plate, PaA Chest Protection Plate
hbm:item.paa_legs, PaA Leg Reinforcements
hbm:item.paa_boots, PaA "good ol' shoes"
hbm:item.asbestos_helmet, Fire Proximity Helmet
hbm:item.asbestos_plate, Fire Proximity Chestplate
hbm:item.asbestos_legs, Fire Proximity Leggings
hbm:item.asbestos_boots, Fire Proximity Boots
hbm:item.security_helmet, Security Helmet
hbm:item.security_plate, Security Chestplate
hbm:item.security_legs, Security Leggings
hbm:item.security_boots, Security Boots
hbm:item.cobalt_helmet, Cobalt Helmet
hbm:item.cobalt_plate, Cobalt Chestplate
hbm:item.cobalt_legs, Cobalt Leggings
hbm:item.cobalt_boots, Cobalt Boots
hbm:item.starmetal_helmet, Starmetal Helmet
hbm:item.starmetal_plate, Starmetal Chestplate
hbm:item.starmetal_legs, Starmetal Leggings
hbm:item.starmetal_boots, Starmetal Boots
hbm:item.zirconium_legs, Zirconium Pants
hbm:item.dnt_helmet, dinotroniumu helmet
hbm:item.dnt_plate, dineutrom chestplate
hbm:item.dnt_legs, dineuterium legs
hbm:item.dnt_boots, dienautronium boots
hbm:item.schrabidium_helmet, Schrabidium Helmet
hbm:item.schrabidium_plate, Schrabidium Chestplate
hbm:item.schrabidium_legs, Schrabidium Leggings
hbm:item.schrabidium_boots, Schrabidium Boots
hbm:item.bismuth_helmet, Bismuth Headdress
hbm:item.bismuth_plate, Bismuth Shoulderpads, Necklace & Loincloth
hbm:item.bismuth_legs, Bismuth Kneeguards
hbm:item.bismuth_boots, Bismuth Sandals
hbm:item.euphemium_helmet, Euphemium Helmet
hbm:item.euphemium_plate, Euphemium Chestplate
hbm:item.euphemium_legs, Euphemium Leggings
hbm:item.euphemium_boots, Euphemium Boots
hbm:item.robes_helmet, Casual Hoodie
hbm:item.robes_plate, Casual Sweater
hbm:item.robes_legs, Casual Pants
hbm:item.robes_boots, Field Boots
hbm:item.apple_euphemium, Euphemium Apple
hbm:item.watch, Broken Pocket Watch
hbm:item.mask_of_infamy, Mask of Infamy
hbm:item.australium_iii, Mark III Life Extender
hbm:item.jackt, Damn Stylish Ballistic Jacket
hbm:item.jackt2, Damn Stylish Ballistic Jacket 2: Tokyo Drift
hbm:item.jetpack_fly, Jetpack
hbm:item.jetpack_break, Builder's Jetpack
hbm:item.jetpack_vector, Vectored Jetpack
hbm:item.jetpack_boost, Boostpack
hbm:item.wings_limp, Limp Wings
hbm:item.wings_murk, Murky Wings
hbm:item.crystal_horn, Crystal Horn
hbm:item.crystal_charred, Charred Crystal
hbm:item.wand_k, Construction Wand
hbm:item.wand_s, Structure Wand
hbm:item.wand_d, Debug Wand
hbm:item.structure_single, item.structure_single.name
hbm:item.structure_solid, item.structure_solid.name
hbm:item.structure_pattern, item.structure_pattern.name
hbm:item.structure_randomized, item.structure_randomized.name
hbm:item.structure_randomly, item.structure_randomly.name
hbm:item.rod_of_discord, Rod of Discord
hbm:item.euphemium_stopper, Stopper
hbm:item.polaroid, The Polaroid
hbm:item.glitch, Glitch
hbm:item.book_secret, 3-596-50802-9
hbm:item.book_of_, The Book of Boxcars
hbm:item.burnt_bark, Burnt Bark
hbm:item.nuke_starter_kit, Atomic Science Starter Kit
hbm:item.nuke_advanced_kit, Atomic Science Advanced Kit
hbm:item.nuke_commercially_kit, Atomic Science Kit for Commercial Uses
hbm:item.nuke_electric_kit, Electronic Engineer's Kit
hbm:item.gadget_kit, The Gadget Kit
hbm:item.boy_kit, Little Boy Kit
hbm:item.man_kit, Fat Man Kit
hbm:item.mike_kit, Ivy Mike Kit
hbm:item.tsar_kit, Tsar Bomba Kit
hbm:item.prototype_kit, Prototype Kit
hbm:item.fleija_kit, F.L.E.I.J.A. Kit
hbm:item.solinium_kit, Solinium Kit
hbm:item.multi_kit, Multi Purpose Bomb Kit
hbm:item.custom_kit, Custom Nuke Kit
hbm:item.missile_kit, Missile Kit
hbm:item.grenade_kit, Grenade Kit
hbm:item.t45_kit, T45 Power Armor Kit
hbm:item.hazmat_kit, Hazmat Kit
hbm:item.hazmat_red_kit, Advanced Hazmat Kit
hbm:item.hazmat_grey_kit, High-Performance Hazmat Kit
hbm:item.kit_custom, item.kit_custom.name
hbm:item.euphemium_kit, Euphemium Kit
hbm:item.kit_toolbox_empty, Empty Toolbox
hbm:item.kit_toolbox, Toolbox
hbm:item.letter, Express Mail
hbm:item.loot_10, Size 10 Missile Loot Crate
hbm:item.loot_15, Size 15 Missile Loot Crate
hbm:item.loot_misc, General Missile Loot Crate
hbm:item.bucket_mud, Bucket of Poisonous Mud
hbm:item.bucket_acid, Bucket of Acid
hbm:item.bucket_toxic, Bucket of Stereotypical Green Ooze
hbm:item.bucket_schrabidic_acid, Bucket of Schrabidic Acid
hbm:item.bucket_sulfuric_acid, Bucket of Sulfuric Acid
hbm:item.door_metal, Metal Door
hbm:item.door_office, Office Door
hbm:item.door_bunker, Bunker Door
hbm:item.sliding_blast_door_skin:0, Sliding Blast Door Skin: Default
hbm:item.sliding_blast_door_skin:1, Sliding Blast Door Skin: Variant 1
hbm:item.sliding_blast_door_skin:2, Sliding Blast Door Skin: Variant 2
hbm:item.record_lc, item.record_lc.name
hbm:item.record_ss, item.record_ss.name
hbm:item.record_vc, item.record_vc.name
hbm:item.record_glass, item.record_glass.name
hbm:item.book_guide:1, Guide Book
hbm:item.book_guide:2, Guide Book
hbm:item.book_guide:3, Guide Book
hbm:item.book_lore, item.book_lore.name
hbm:item.holotape_image:0, Holotape
hbm:item.holotape_image:1, Holotape
hbm:item.holotape_image:2, Holotape
hbm:item.holotape_image:3, Holotape
hbm:item.holotape_image:4, Holotape
hbm:item.holotape_image:5, Holotape
hbm:item.holotape_image:6, Holotape
hbm:item.holotape_image:7, Holotape
hbm:item.holotape_image:8, Holotape
hbm:item.holotape_image:9, Holotape
hbm:item.holotape_image:10, Holotape
hbm:item.holotape_image:11, Holotape
hbm:item.holotape_image:12, Holotape
hbm:item.holotape_image:13, Holotape
hbm:item.holotape_image:14, Holotape
hbm:item.holotape_image:15, Holotape
hbm:item.holotape_image:16, Holotape
hbm:item.holotape_image:17, Holotape
hbm:item.holotape_damaged, Damaged Holotape
hbm:item.smoke1, item.smoke1.name
hbm:item.smoke2, item.smoke2.name
hbm:item.smoke3, item.smoke3.name
hbm:item.smoke4, item.smoke4.name
hbm:item.smoke5, item.smoke5.name
hbm:item.smoke6, item.smoke6.name
hbm:item.smoke7, item.smoke7.name
hbm:item.smoke8, item.smoke8.name
hbm:item.b_smoke1, item.b_smoke1.name
hbm:item.b_smoke2, item.b_smoke2.name
hbm:item.b_smoke3, item.b_smoke3.name
hbm:item.b_smoke4, item.b_smoke4.name
hbm:item.b_smoke5, item.b_smoke5.name
hbm:item.b_smoke6, item.b_smoke6.name
hbm:item.b_smoke7, item.b_smoke7.name
hbm:item.b_smoke8, item.b_smoke8.name
hbm:item.d_smoke1, item.d_smoke1.name
hbm:item.d_smoke2, item.d_smoke2.name
hbm:item.d_smoke3, item.d_smoke3.name
hbm:item.d_smoke4, item.d_smoke4.name
hbm:item.d_smoke5, item.d_smoke5.name
hbm:item.d_smoke6, item.d_smoke6.name
hbm:item.d_smoke7, item.d_smoke7.name
hbm:item.d_smoke8, item.d_smoke8.name
hbm:item.spill1, item.spill1.name
hbm:item.spill2, item.spill2.name
hbm:item.spill3, item.spill3.name
hbm:item.spill4, item.spill4.name
hbm:item.spill5, item.spill5.name
hbm:item.spill6, item.spill6.name
hbm:item.spill7, item.spill7.name
hbm:item.spill8, item.spill8.name
hbm:item.gas1, item.gas1.name
hbm:item.gas2, item.gas2.name
hbm:item.gas3, item.gas3.name
hbm:item.gas4, item.gas4.name
hbm:item.gas5, item.gas5.name
hbm:item.gas6, item.gas6.name
hbm:item.gas7, item.gas7.name
hbm:item.gas8, item.gas8.name
hbm:item.chlorine1, item.chlorine1.name
hbm:item.chlorine2, item.chlorine2.name
hbm:item.chlorine3, item.chlorine3.name
hbm:item.chlorine4, item.chlorine4.name
hbm:item.chlorine5, item.chlorine5.name
hbm:item.chlorine6, item.chlorine6.name
hbm:item.chlorine7, item.chlorine7.name
hbm:item.chlorine8, item.chlorine8.name
hbm:item.pc1, item.pc1.name
hbm:item.pc2, item.pc2.name
hbm:item.pc3, item.pc3.name
hbm:item.pc4, item.pc4.name
hbm:item.pc5, item.pc5.name
hbm:item.pc6, item.pc6.name
hbm:item.pc7, item.pc7.name
hbm:item.pc8, item.pc8.name
hbm:item.cloud1, item.cloud1.name
hbm:item.cloud2, item.cloud2.name
hbm:item.cloud3, item.cloud3.name
hbm:item.cloud4, item.cloud4.name
hbm:item.cloud5, item.cloud5.name
hbm:item.cloud6, item.cloud6.name
hbm:item.cloud7, item.cloud7.name
hbm:item.cloud8, item.cloud8.name
hbm:item.orange1, item.orange1.name
hbm:item.orange2, item.orange2.name
hbm:item.orange3, item.orange3.name
hbm:item.orange4, item.orange4.name
hbm:item.orange5, item.orange5.name
hbm:item.orange6, item.orange6.name
hbm:item.orange7, item.orange7.name
hbm:item.orange8, item.orange8.name
hbm:item.energy_ball, item.energy_ball.name
hbm:item.discharge, item.discharge.name
hbm:item.empblast, item.empblast.name
hbm:item.flame_1, item.flame_1.name
hbm:item.flame_2, item.flame_2.name
hbm:item.flame_3, item.flame_3.name
hbm:item.flame_4, item.flame_4.name
hbm:item.flame_5, item.flame_5.name
hbm:item.flame_6, item.flame_6.name
hbm:item.flame_7, item.flame_7.name
hbm:item.flame_8, item.flame_8.name
